objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location
1158,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1159,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1160,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1161,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1162,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1163,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1164,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1165,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1166,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1167,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1168,La Isla de los Delfines Azules,"O'Dell, Scott (autor); Noguer Ediciones (editorial)",2010,"La tribu de Karana ha sido brutalmente atacada por unos cazadores de nutrias. La muerte de muchos de ellos obliga al jefe del clan a tomar la decisión de abandonar la isla. Karana también quiere irse con los suyos pero no puede porque su hermano Ramo se ha quedado en tierra. A los pocos días, Ramo es atacado por una manada de perros salvajes y muere. ¿Podrá Karana, sola, sobrevivir a las amenazas de la isla y conseguir, así, vengar la muerte de su hermano?",California,,,,,9788427900981,Text,application/pdf,Español,,,record,
1169,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1170,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1171,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1172,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1173,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1174,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1175,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1176,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1177,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1178,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1179,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1180,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1181,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1182,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1183,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1184,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1185,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1186,Un puente hacia Terabithia,"Paterson, Katherine (autor); Noguer (editorial)",2011,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Juvenile Fiction,,,,,9781933032771,Text,application/pdf,Español,,,record,
1187,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1188,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1189,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1190,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1191,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1192,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1193,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1194,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1195,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1196,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1197,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1198,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1199,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1200,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1201,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1202,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1203,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1204,Bajo la misma estrella,"Green, John (autor); Vintage Español, una división de Random House LLC (editorial)",2014,"A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, sólo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel --conocer a su escritor favorito--, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora.-Descripción de la editorial.","Juvenile Fiction; Love & Romance; Young Adult Fiction; Health & Daily Living; Diseases, Illnesses & Injuries; Young Adult Fiction; Romance; Contemporary; Young Adult Fiction; Social Themes; Death, Grief, Bereavement",,,,,9780804171083,Text,application/pdf,Español,,,record,
1205,Aire encantado,"Engle, Margarita (autor); Romay, Alexis (autor); Simon and Schuster (editorial)",2017-08-29,"En este poético libro de memorias—ganador del premio Pura Belpré de autor, finalista del premio de YALSA de no ficción y premio de honor Walter Dean Myers—la aclamada autora Margarita Engle recrea su infancia, que transcurrió a caballo entre dos culturas durante la Guerra Fría. Margarita es una niña de dos mundos. Su corazón está en Cuba, la isla tropical de su mamá, un sitio tan exuberante, de una vida tan intensa, que parece el reino de un cuento de hadas. Pero la mayor parte del tiempo, vive en Los Ángeles, sola en la bulliciosa ciudad, soñando con los veranos, en los que puede montarse en un avión y viajar por el aire encantado a su amada isla. Las palabras y las imágenes son compañeras constantes, amistosas y reconfortantes, mientras que los niños en la escuela no lo son. Entonces estalla una revolución en Cuba. Margarita teme por su familia lejana. Cuando la hostilidad entre Cuba y Estados Unidos se desata en la invasión de Bahía de Cochinos, los mundos de Margarita chocan de la peor manera posible. ¿Cómo es posible que los dos países que ella quiere se odien tanto mutuamente? ¿Y podrá volver a visitar su hermosa isla de nuevo?","Biography & Autobiography; Literary Figures; Literary Criticism; American; General; Literary Criticism; Women Authors; Social Science; Ethnic Studies; American; Hispanic American Studies; Young Adult Nonfiction; Biography & Autobiography; Cultural, Ethnic & Regional; Young Adult Nonfiction; People & Places; United States; Hispanic & Latino; Young Adult Nonfiction; Poetry",,,,,9781534404274,Text,application/pdf,Español,,,record,
